external_id;full_name;phone;email;birth_date;city
crm-1159;Волков Максим Дмитриевич;+79676758338;user822.макс@mail.ru;1992-07-04;Екатеринбург
crm-3506;Алексеев Ярослав Николаевич;+79702426962;user2493.ярос@mail.ru;1971-11-07;Самара
crm-858;Орлов Евгений Васильевич;+79558132837;user611.евге@mail.ru;1991-03-23;Воронеж
crm-1514;Григорьев Егор Алексеевич;+79159044614;user1081.егор@mail.ru;1989-12-09;Новосибирск
crm-1683;Соколова Вера;8-965-9657695167; USER1205.ВЕРА@MAIL.RU ;25.12.1968;САНКТ-ПЕТЕРБУРГ
crm-3819;Воробьёва  Полина  Викторовна;+79170267565;USER2711.ПОЛИ@MAIL.RU;04.04.1966;НОВОСИБИРСК
crm-1251;Кузнецова София Николаевна;+79022797693;user888.софи@mail.ru;1977-10-15;Краснодар
crm-4047;Егоров Егор Олегович;+79501490411;user2874.егор@mail.ru;1983-04-01;Нижний Новгород
crm-1998;васильев дмитрий викторович;984 480 88 61; USER1422.ДМИТ@MAIL.RU ;09/12/1974;Краснодар г.
crm-3502;Попов Иван Олегович;+79780614680;user2490.иван@mail.ru;1978-11-13;Ростов-на-Дону
crm-208;Павлов Константин Павлович;+79276588952;user143.конс@mail.ru;1988-03-05;Нижний Новгород
crm-4112;Никитин Лёв Алёксёёвич;912 218 53 40;USER2922.ЛЕВ@MAIL.RU;12/03/1998;г. Екатеринбург
crm-2504;Козлова Ирина Павловна;+79061234804;user1787.ирин@mail.ru;1986-10-21;Красноярск
crm-3083;Павлов Фёдор Викторович;+79868604169;user2180.фeдо@mail.ru;1993-07-07;Уфа
crm-432;Орлов Пётр Евгеньевич;+79547319207;user305.пeтр@mail.ru;1958-11-24;Волгоград
crm-3490;Римский-Корсаков Алексей Алексеевич;+79798124817;user2480.алек@mail.ru;1959-03-12;Новосибирск
crm-1582;Никитин Василий Алексеевич;+79590026657;user1133.васи@mail.ru;1991-05-14;Самара
crm-1434;Иванова Наталья Михайловна;+79501083256;user1024.ната@mail.ru;1970-01-13;Омск
crm-1174;КОЗЛОВ НИКОЛАЙ АЛЕКСЕЕВИЧ;79372290224; USER832.НИКО@MAIL.RU ;10.11.1995;Самара г.
crm-1200;Александрова Ольга Алексеевна;+79438024705;user852.ольг@mail.ru;1978-09-27;Казань
crm-1260;Попов Даниил Юрьевич;+79590183390;user896.дани@mail.ru;1976-10-10;Ростов-на-Дону
crm-2152;Борисова Анна Андреевна;+79780968390;user1539.анна@mail.ru;1959-09-15;Новосибирск
crm-2231;Захаров Игорь Сергеевич;+79208505067;user1599.игор@mail.ru;1984-05-09;Ростов-на-Дону
crm-2257;Попов Юрий Петрович;+79625776367;user1616.юрий@mail.ru;1999-10-22;Ростов-на-Дону
crm-2622;орлов никита николаевич;965 718 97 49; USER1862.НИКИ@MAIL.RU ;12/05/1994;г. Красноярск
crm-325;Воробьёв Юрий Олегович;+79232688961;user227.юрий@mail.ru;1995-03-16;Красноярск
crm-1642;Николаева Ольга Борисовна;+79427458160;user1173.ольг@mail.ru;1988-04-12;Новосибирск
crm-1738;Петров-Водкин Ирина Олеговна;+79634682724;user1251.ирин@mail.ru;1972-02-15;Новосибирск
crm-3001;Фролов Игорь Михайлович;+79002177784;user2120.игор@mail.ru;1965-09-03;Самара
crm-3902;Иванова Анна Николаевна;+79858753298;user2772.анна@mail.ru;1982-12-07;Екатеринбург
crm-4255;???;12345;;99.99.9999;
crm-2858;ЗАЙЦЕВА СВЕТЛАНА МИХАЙЛОВНА;977 836 62 44; USER2026.СВЕТ@MAIL.RU ;19.09.1975;г. Москва
crm-372;андреев борис андреевич;;USER258.БОРИ@MAIL.RU;20/11/1970;г. Ростов-на-Дону
crm-450;Кузнецов Максим Николаевич;+79514994343;user317.макс@mail.ru;1960-02-11;Омск
crm-3236;Иванова Вера Алексеевна;+79897499138;user2299.вера@mail.ru;1985-05-28;Омск
crm-899;Никитин Василий;;USER635.ВАСИ@MAIL.RU;05/07/1989;Воронеж г.
crm-1700;Смирнов Максим Алексеевич;+79328771191;user1218.макс@mail.ru;1982-02-26;Воронеж
crm-1411;Волкова Виктория Николаевна;+79945249634;user1009.викт@mail.ru;1967-03-27;Казань
crm-3954;Зайцева Полина Дмитриевна;+79704566871;user2811.поли@mail.ru;1968-07-19;Екатеринбург
crm-672;Николаев Дмитрий Павлович;+79474087296;user482.дмит@mail.ru;1962-04-25;Москва
crm-976;Андреев Лев Евгеньевич;+79871451797;user686.лев@mail.ru;1981-10-20;Пермь
crm-1878;Яковлев Сергей;8 (903) 467-01-25;;27/07/1966;САМАРА
crm-1544;Андреев Алексей Юрьевич;+79718660830;user1103.алек@mail.ru;1977-03-23;Воронеж
crm-2805;Соловьёв Андрей Васильевич;+79991033991;user1991.андр@mail.ru;1996-07-16;Новосибирск
crm-3847;Петрова Виктория Олеговна;+79290013412;user2728.викт@mail.ru;1996-04-19;Ростов-на-Дону
crm-3023;Александров Григорий;;USER2132.ГРИГ@MAIL.RU;17.1.1994;г. Екатеринбург
crm-1946;Романов Александр Викторович;+79714887078;user1385.алек@mail.ru;1992-04-13;Казань
crm-3064;Фёдоров Фёдор Александрович;+79186892376;user2166.фeдо@mail.ru;1991-05-05;Казань
crm-2522;Никитин Сергей;8-932-9329849881;USER1799.СЕРГ@MAIL.RU;07.10.1970;ЕКАТЕРИНБУРГ
crm-1976;Соколов Андрей Иванович;+79641327157;user1405.андр@mail.ru;1993-08-06;Ростов-на-Дону
crm-3969;Орлова Ксения Викторовна;+79254191297;user2822.ксен@mail.ru;1972-01-09;Москва
crm-2555;Зайцева Светлана Викторовна;+79853870056;user1822.свет@mail.ru;1983-06-24;Краснодар
crm-2581;Римский-Корсаков Галина Николаевна;+79512082427;user1836.гали@mail.ru;1989-11-07;Нижний Новгород
crm-3363;Павлов Вадим Дмитриевич;+79319736551;user2384.вади@mail.ru;1976-05-17;Казань
crm-916;НИКИТИНА ВЕРА ИГОРЕВНА;;USER648.ВЕРА@MAIL.RU;03.08.1993;РОСТОВ-НА-ДОНУ
crm-3335;АНДРЕЕВА НАТАЛЬЯ ЮРЬЕВНА;79194982969; USER2367.НАТА@MAIL.RU ;20.9.1994;г. Воронеж
crm-2370;Римский-Корсаков Денис Александрович;+79367411601;user1694.дени@mail.ru;1993-04-08;Новосибирск
crm-923;Зайцева Юлия Игоревна;+79406924692;user654.юлия@mail.ru;1959-07-24;Санкт-Петербург
crm-2406;Смирнов Павел Олегович;+79147055801;user1716.паве@mail.ru;1997-06-16;Екатеринбург
crm-3923;Морозов Вадим Олегович;+79208570294;user2785.вади@mail.ru;1974-12-07;Уфа
crm-1367;Андреева Наталья Борисовна;+79992627731;user970.ната@mail.ru;1964-10-15;Красноярск
crm-1265;Волков  Валентин  Юрьевич;+79897582164;USER900.ВАЛЕ@MAIL.RU;1959-10-07;г. Нижний Новгород
crm-1460;Сергеева Виктория Юрьевна;+79634783085;user1038.викт@mail.ru;1974-09-28;Уфа
crm-2390;БОРИСОВ ИГОРЬ ПЕТРОВИЧ;; USER1707.ИГОР@MAIL.RU ;23.10.1979;САМАРА
crm-4131;Полина Козлова;8 (935) 591-95-12;USER2931.ПОЛИ@MAIL.RU;1956-04-20;НОВОСИБИРСК
crm-563;Захаров Вадим;8-983-9835670098;USER396.ВАДИ@MAIL.RU;02.04.1981;Казань г.
crm-417;Егоров Павел Алексеевич;+79246171009;user293.паве@mail.ru;1970-12-17;Пермь
crm-2467;Захарова Светлана Александровна;+79624108887;user1761.свет@mail.ru;1999-10-03;Нижний Новгород
crm-3149;Александрова Юлия Николаевна;+79378887129;user2233.юлия@mail.ru;1960-06-05;Новосибирск
crm-29;Воробьёв Владимир Борисович;+79981083451;user19.влад@mail.ru;1994-06-25;Омск
crm-4060;Воробьёва Юлия Борисовна;+79942570723;user2884.юлия@mail.ru;1964-02-09;Уфа
crm-3628;Соловьёва Наталья Николаевна;+79413362758;user2575.ната@mail.ru;1989-07-10;Омск
crm-2902;ЗАХАРОВ ПАВЕЛ ОЛЕГОВИЧ;8 (941) 732-31-71;USER2055.ПАВЕ@MAIL.RU;1967-11-08;Ростов-на-Дону г.
crm-289;Романов Олег Андреевич;+79713726374;user200.олег@mail.ru;1983-05-16;Казань
crm-3630;соловьёва наталья николаевна;;USER2575.НАТА@MAIL.RU;10/07/1989;Омск г.
crm-556;кузнецова ирина игоревна;; USER392.ИРИН@MAIL.RU ;1971-02-12;НИЖНИЙ НОВГОРОД
crm-2130;Козлов Тимофей Викторович;+79281382488;user1520.тимо@mail.ru;1958-12-09;Омск
crm-3862;Алексеева Наталья Игоревна;+79875404012;user2740.ната@mail.ru;1998-01-26;Волгоград
crm-783;БОРИСОВ ЕГОР АЛЕКСАНДРОВИЧ;927 488 44 24; USER554.ЕГОР@MAIL.RU ;1975-07-17;г. Москва
crm-4071;Петрова Ксения Сергеевна;+79936272232;user2895.ксен@mail.ru;1992-09-21;Нижний Новгород
crm-428;Романов Борис Иванович;+79366235324;user301.бори@mail.ru;1964-08-02;Новосибирск
crm-3406;Фёдоров Иван Михайлович;+79967436664;user2417.иван@mail.ru;1971-08-15;Красноярск
crm-4231;???;12345;;99.99.9999;
crm-3037;Попова Дарья Александровна;+79183337500;user2144.дарь@mail.ru;1959-07-19;Новосибирск
crm-1681;Соколова Вера Владимировна;+79657695167;user1205.вера@mail.ru;1968-12-25;Санкт-Петербург
crm-3987;Елена Григорьева;;USER2833.ЕЛЕН@MAIL.RU;12/01/1969;Уфа г.
crm-1398;Петров-Водкин Тимофей Игоревич;+79045294363;user998.тимо@mail.ru;1983-01-17;Уфа
crm-2598;Волков Алексей Игоревич;+79458600231;user1850.алек@mail.ru;1983-09-15;Воронеж
crm-968;СОКОЛОВ ВАЛЕНТИН ИГОРЕВИЧ;; USER681.ВАЛЕ@MAIL.RU ;22.9.1993;г. Волгоград
crm-3925;Морозов Вадим;8-920-9208570294;;1974-12-07;Уфа г.
crm-4170;Николаев Артём Андреевич;+79417216829;user2958.артe@mail.ru;1956-03-09;Волгоград
crm-3500;Смирнов Владимир Алексеевич;+79914702027;user2488.влад@mail.ru;1983-10-06;Омск
crm-1177;Римский-Корсаков Михаил Иванович;+79167148646;user834.миха@mail.ru;1994-05-05;Уфа
crm-2898;Кузнецова Людмила Андреевна;+79151176939;user2053.людм@mail.ru;1972-12-24;Омск
crm-1621;Козлов Денис Владимирович;+79549121789;user1158.дени@mail.ru;1999-03-18;Нижний Новгород
crm-3899;ЗАЙЦЕВ СЕРГЕЙ АЛЕКСЕЕВИЧ;8 (939) 808-23-57; USER2769.СЕРГ@MAIL.RU ;03.03.1963;Казань г.
crm-291;Григорьев Сергей Сергеевич;+79643395635;user202.серг@mail.ru;1986-04-11;Нижний Новгород
crm-3562;Александров Никита Павлович;+79832554143;user2530.ники@mail.ru;1997-08-19;Ростов-на-Дону
crm-3588;андреев максим игоревич;940 534 16 86;USER2546.МАКС@MAIL.RU;09/09/1975;г. Санкт-Петербург
crm-3711;Иванов Илья Борисович;+79408524456;user2632.илья@mail.ru;1976-08-04;Самара
crm-3392;Александров Денис Юрьевич;+79706783701;user2407.дени@mail.ru;1959-01-22;Нижний Новгород
crm-2215;Егоров Александр Павлович;+79116287206;user1587.алек@mail.ru;1969-11-06;Омск
crm-3717;Иванов Егор Павлович;+79983911962;user2638.егор@mail.ru;1985-01-09;Уфа
crm-3930;Григорьев Евгений Александрович;+79499531532;user2787.евге@mail.ru;1958-06-09;Казань
crm-2641;Александров Даниил Александрович;+79304943121;user1874.дани@mail.ru;1977-05-03;Новосибирск
crm-178;Сергеев Виктор Игоревич;+79815744872;user120.викт@mail.ru;1990-11-02;Уфа
crm-3682;Андреева Екатерина Борисовна;+79310070604;user2610.екат@mail.ru;1968-08-23;Волгоград
crm-587;Соколов Вадим Александрович;+79979298847;user415.вади@mail.ru;1956-10-27;Омск
crm-3047;Соколов Кирилл Викторович;+79648383856;user2151.кири@mail.ru;1975-02-26;Самара
crm-3395;Петров-Водкин София Петровна;+79017501291;user2410.софи@mail.ru;1974-09-27;Ростов-на-Дону
crm-3641;НИКИТИНА ОЛЬГА ВЛАДИМИРОВНА;; USER2583.ОЛЬГ@MAIL.RU ;23.9.1963;г. Ростов-на-Дону
crm-3919;Романова  Мария  Николаевна;; USER2783.МАРИ@MAIL.RU ;18.08.1957;г. Краснодар
crm-488;Макаров Николай Андреевич;+79259211046;user346.нико@mail.ru;1982-08-02;Новосибирск
crm-4154;соколов никита сергеевич;8-996-9964838224;USER2946.НИКИ@MAIL.RU;03.08.1975;г. Ростов-на-Дону
crm-1989;Волкова Татьяна Викторовна;+79329346329;user1416.тать@mail.ru;1981-08-15;Казань
crm-1100;Волкова Ирина Михайловна;+79535250349;user775.ирин@mail.ru;1972-01-09;Ростов-на-Дону
crm-1562;Зайцев Тимофей Васильевич;+79663188950;user1118.тимо@mail.ru;1984-05-10;Новосибирск
crm-457;Григорьева Галина Викторовна;+79252573809;user324.гали@mail.ru;1979-08-07;Москва
crm-3165;Романова Валентина Петровна;+79045750379;user2247.вале@mail.ru;1966-08-22;Самара
crm-3744;Макарова Мария Игоревна;+79735452216;user2657.мари@mail.ru;1965-12-08;Екатеринбург
crm-2703;Соловьёв Иван Ёвгёньёвич;+79183312246;;1997-12-01;г. Нижний Новгород
crm-2563;Андреев Андрей;; USER1827.АНДР@MAIL.RU ;04.09.1981;Ростов-на-Дону г.
crm-892;Егоров Олег Дмитриевич;+79014694004;user632.олег@mail.ru;1968-06-23;Волгоград
crm-575;Павлов Даниил Петрович;+79355891536;user406.дани@mail.ru;1976-07-26;Москва
crm-3007;Степанова Валентина Владимировна;+79560347149;user2123.вале@mail.ru;1998-08-07;Казань
crm-1211;Романов Максим Павлович;+79633802990;user862.макс@mail.ru;1990-11-22;Новосибирск
crm-775;Евгений Воробьёв;8 (928) 581-63-19;USER548.ЕВГЕ@MAIL.RU;1990-04-16;Самара г.
crm-1786;Борис Петров-Водкин;8-900-9006916384;USER1281.БОРИ@MAIL.RU;3.2.1968;Воронеж г.
crm-3370;Сёргёёва Анна Сёргёёвна;8-962-9626169506;USER2387.АННА@MAIL.RU;27/09/1986;Уфа г.
crm-1451;Петров-Водкин Ксения Павловна;+79296310914;user1033.ксен@mail.ru;1971-08-18;Нижний Новгород
crm-3652;Семёнов Александр Сергеевич;+79865049917;user2592.алек@mail.ru;1979-07-16;Новосибирск
crm-232;Петрова Дарья Петровна;+79985822909;user160.дарь@mail.ru;1995-12-12;Новосибирск
crm-736;Смирнов Михаил Андреевич;+79022073853;user524.миха@mail.ru;1990-09-21;Казань
crm-4234;???;;not-an-email;99.99.9999;
crm-2821;Степанов Тимофей;79073479263;USER2000.ТИМО@MAIL.RU;07.10.1959;Екатеринбург г.
crm-1508;Николаев Станислав Петрович;+79474738603;user1075.стан@mail.ru;1981-11-19;Красноярск
crm-2782;Соловьёва Галина Владимировна;+79989573277;user1972.гали@mail.ru;1958-06-15;Волгоград
crm-2452;Николаев Василий;8-997-9975398487;USER1749.ВАСИ@MAIL.RU;23.7.1979;г. Пермь
crm-15;Семёнова Людмила Игоревна;+79998932773;user13.людм@mail.ru;1956-09-07;Москва
crm-387;Фролов Иван Александрович;+79336019055;user271.иван@mail.ru;1982-03-08;Ростов-на-Дону
crm-3381;Сергеев Максим Васильевич;+79501176743;user2396.макс@mail.ru;1997-07-02;Красноярск
crm-1448;Семёнова Ирина Владимировна;+79496231681;user1031.ирин@mail.ru;1961-01-17;Воронеж
crm-3333;Соколов  Егор  Игоревич;960 647 55 15;USER2366.ЕГОР@MAIL.RU;18/02/1980;НИЖНИЙ НОВГОРОД
crm-1087;Лебедев Станислав Михайлович;+79747962648;user763.стан@mail.ru;1981-07-14;Уфа
crm-2646;Яковлев Дмитрий Викторович;+79093740073;user1877.дмит@mail.ru;1981-10-11;Красноярск
crm-2926;Зайцев Станислав Евгеньевич;+79256013928;user2071.стан@mail.ru;1964-10-22;Омск
crm-2627;Борисова Екатерина;; USER1865.ЕКАТ@MAIL.RU ;23.9.1994;Красноярск г.
crm-2384;Орлов Валентин Дмитриевич;+79828651146;user1703.вале@mail.ru;1962-04-24;Воронеж
crm-118;Соколов Лев Алексеевич;+79793526060;user82.лев@mail.ru;1956-10-13;Краснодар
crm-1198;Борисов Тимофей Алексеевич;+79263594438;user850.тимо@mail.ru;1972-12-06;Нижний Новгород
crm-2651;Борисов Фёдор Павлович;+79011338091;user1882.фeдо@mail.ru;1982-04-07;Нижний Новгород
crm-4015;Воробьёва Елена Павловна;+79268264453;user2851.елен@mail.ru;1957-10-11;Санкт-Петербург
crm-2802;Орлов Михаил Петрович;+79874218652;user1988.миха@mail.ru;1973-06-27;Краснодар
crm-2260;Петров Тимофей Иванович;+79054657491;user1619.тимо@mail.ru;1995-01-14;Воронеж
crm-1534;Смирнова София Николаевна;+79539194254;user1094.софи@mail.ru;1986-10-26;Москва
crm-3021;Александров Григорий Александрович;+79982805768;user2132.григ@mail.ru;1994-01-17;Екатеринбург
crm-521;петрова людмила александровна;8 (985) 171-29-63;USER367.ЛЮДМ@MAIL.RU;1955-10-03;КАЗАНЬ
crm-3105;Семёнов Кирилл Сергеевич;+79015391494;user2199.кири@mail.ru;1969-10-19;Ростов-на-Дону
crm-19;Борисова Вера;8-986-9862380295; USER15.ВЕРА@MAIL.RU ;09.05.1967;Пермь г.
crm-2220;Римский-Корсаков Валентина Александровна;+79099913825;user1592.вале@mail.ru;1956-11-14;Волгоград
crm-4089;Петров-Водкин Николай Викторович;+79140783618;user2905.нико@mail.ru;1974-12-07;Екатеринбург
crm-1546;Иванов Пётр Олегович;+79515935280;user1105.пeтр@mail.ru;1983-04-07;Санкт-Петербург
crm-1645;Егорова Вера Олеговна;+79248557672;user1175.вера@mail.ru;1989-01-27;Ростов-на-Дону
crm-3014;Дмитрий Римский-Корсаков;79680406159;;12.5.1990;г. Санкт-Петербург
crm-3258;Римский-Корсаков Людмила Васильевна;+79352037858;user2312.людм@mail.ru;1957-01-12;Воронеж
crm-835;Морозов Михаил Павлович;+79342515131;user594.миха@mail.ru;1956-10-18;Омск
crm-3483;Смирнов Евгений Павлович;+79868753216;user2476.евге@mail.ru;1978-09-16;Самара
crm-250;Соловьёв Михаил Викторович;+79879736985;user174.миха@mail.ru;1960-10-09;Казань
crm-2309;Александров Григорий Владимирович;+79351322848;user1651.григ@mail.ru;1973-02-17;Ростов-на-Дону
crm-3098;Сергеев Юрий Борисович;+79086406472;user2192.юрий@mail.ru;1962-12-16;Санкт-Петербург
crm-3058;Степанов Артём Юрьевич;+79559259457;user2160.артe@mail.ru;1971-04-09;Уфа
crm-177;григорьев григорий сергеевич;; USER119.ГРИГ@MAIL.RU ;1973-08-26;Ростов-на-Дону г.
crm-3401;Соколова Светлана Владимировна;+79796618874;user2415.свет@mail.ru;1990-06-08;Краснодар
crm-2079;Соловьёв Олег Иванович;+79932716340;user1487.олег@mail.ru;1982-11-24;Краснодар
crm-2407;Фёдорова Анна Евгеньевна;+79885953925;user1717.анна@mail.ru;1963-01-28;Санкт-Петербург
crm-16;Кузнецов Даниил Олегович;+79401074476;user14.дани@mail.ru;1993-02-15;Екатеринбург
crm-2899;Степанов Владимир Михайлович;+79976255442;user2054.влад@mail.ru;1964-02-16;Омск
crm-2954;Александров Николай;976 050 62 47; USER2088.НИКО@MAIL.RU ;1981-05-12;Ростов-на-Дону г.
crm-2949;Николаев Артём Александрович;+79298792978;user2084.артe@mail.ru;1995-08-05;Краснодар
crm-1276;Иванов Василий Сергеевич;+79381586952;user907.васи@mail.ru;1960-02-27;Ростов-на-Дону
crm-3318;Николаев Ярослав Васильевич;+79827316143;user2357.ярос@mail.ru;1971-05-16;Нижний Новгород
crm-2542;Смирнова Галина;8-916-9163382345;USER1813.ГАЛИ@MAIL.RU;8.5.1999;УФА
crm-1047;Романов Евгений Игоревич;+79456911746;user736.евге@mail.ru;1982-10-20;Самара
crm-2295;захарова ирина алексеевна;;USER1642.ИРИН@MAIL.RU;1959-04-19;г. Красноярск
crm-3714;Римский-Корсаков Антон Викторович;+79318640655;user2635.анто@mail.ru;1984-02-03;Пермь
crm-2009;Петров-Водкин Евгений Владимирович;+79475511329;user1431.евге@mail.ru;1993-08-06;Краснодар
crm-2941;Васильева Елена Сергеевна;+79119389047;user2080.елен@mail.ru;1974-11-27;Нижний Новгород
crm-519;Петрова Людмила Александровна;+79851712963;user367.людм@mail.ru;1955-10-03;Казань
crm-3738;Яковлева Татьяна Петровна;+79015791887;user2653.тать@mail.ru;1997-04-02;Нижний Новгород
crm-2200;Морозова Галина Владимировна;+79491625621;user1577.гали@mail.ru;1986-09-01;Екатеринбург
crm-2971;Зайцев Роман Иванович;+79761003094;user2100.рома@mail.ru;1962-04-26;Ростов-на-Дону
crm-3479;ЗАЙЦЕВ ДЕНИС ПАВЛОВИЧ;;USER2473.ДЕНИ@MAIL.RU;25.05.1974;Казань г.
crm-936;Григорий Петров-Водкин;; USER663.ГРИГ@MAIL.RU ;1987-12-01;г. Екатеринбург
crm-1438;Егорова Дарья Алексеевна;+79533105359;user1027.дарь@mail.ru;1965-02-17;Воронеж
crm-2736;Никитина Елена Сергеевна;+79588783004;user1941.елен@mail.ru;1968-02-24;Самара
crm-3482;Романова Полина Васильевна;+79416597617;user2475.поли@mail.ru;1967-05-05;Москва
crm-2585;Смирнова Наталья Викторовна;+79382776861;user1839.ната@mail.ru;1976-05-19;Пермь
crm-2521;НИКИТИН СЕРГЕЙ АНДРЕЕВИЧ;+79329849881; USER1799.СЕРГ@MAIL.RU ;1970-10-07;г. Екатеринбург
crm-2894;Соловьёв Фёдор Олегович;+79064736612;user2049.фeдо@mail.ru;1957-10-20;Пермь
crm-2403;Борисов Сергей Викторович;+79154887222;user1713.серг@mail.ru;1976-12-18;Москва
crm-1823;Фёдорова Ёлёна Михайловна;8-950-9500544961;USER1307.ЕЛЕН@MAIL.RU;08.11.1973;Воронеж г.
crm-3725;Ирина Попова;79420347312; USER2643.ИРИН@MAIL.RU ;1995-02-08;Красноярск г.
crm-992;Воробьёва Вера Александровна;+79207851239;user698.вера@mail.ru;1957-10-24;Пермь
crm-265;Соловьёв Глеб Борисович;+79511410797;user185.глеб@mail.ru;1961-12-21;Москва
crm-4168;СЕРГЕЕВА ОЛЬГА ПАВЛОВНА;; USER2956.ОЛЬГ@MAIL.RU ;08.12.1963;г. Омск
crm-3696;Григорьев Алексей Игоревич;+79248551206;user2623.алек@mail.ru;1974-03-20;Екатеринбург
crm-183;Степанов Константин Сергеевич;+79184687657;user124.конс@mail.ru;1966-08-17;Красноярск
crm-1205;Козлов Иван Игоревич;+79016128518;user856.иван@mail.ru;1958-05-19;Санкт-Петербург
crm-921;Соколов Сергей Васильевич;+79861033399;user652.серг@mail.ru;1992-03-18;Ростов-на-Дону
crm-174;Григорьев Григорий Сергеевич;+79173532184;user119.григ@mail.ru;1973-08-26;Ростов-на-Дону
crm-312;Смирнов Антон Павлович;+79353393714;user220.анто@mail.ru;1981-04-08;Екатеринбург
crm-44;Соколова Наталья Борисовна;+79482354151;user26.ната@mail.ru;1967-12-06;Нижний Новгород
crm-3881;Сергеев Лев Иванович;+79025399407;user2755.лев@mail.ru;1998-01-27;Красноярск
crm-1488;Семёнов Глеб Викторович;+79532655616;user1060.глеб@mail.ru;1996-03-23;Уфа
crm-3424;Павлова Анна Ивановна;+79072369037;user2430.анна@mail.ru;1975-06-11;Екатеринбург
crm-1143;Морозов Михаил Дмитриевич;+79915956359;user810.миха@mail.ru;1987-10-18;Краснодар
crm-3658;никитин олег викторович;942 631 25 50;;27/04/1963;г. Ростов-на-Дону
crm-3608;Борисов Роман Александрович;+79098833263;user2559.рома@mail.ru;1980-10-06;Санкт-Петербург
crm-1501;Семёнов Егор Алексеевич;+79902754075;user1069.егор@mail.ru;1957-02-06;Красноярск
crm-3757;Орлов Алексей Павлович;+79367587768;user2668.алек@mail.ru;1985-04-25;Нижний Новгород
crm-283;Макарова Татьяна Олеговна;+79478964127;user194.тать@mail.ru;1959-02-12;Санкт-Петербург
crm-3344;МАКАРОВ СТАНИСЛАВ ДМИТРИЕВИЧ;979 402 97 93; USER2370.СТАН@MAIL.RU ;4.9.1991;Самара г.
crm-2877;Соколова  Галина  Сергеевна;8-989-9895589237; USER2039.ГАЛИ@MAIL.RU ;26.2.1982;Ростов-на-Дону г.
crm-2222;Егоров Григорий Михайлович;+79703159259;user1594.григ@mail.ru;1962-03-11;Уфа
crm-682;Юлия Воробьёва;;USER487.ЮЛИЯ@MAIL.RU;17.10.1958;г. Уфа
crm-245;Сергеева  Мария  Дмитриевна;;USER169.МАРИ@MAIL.RU;17/12/1997;г. Волгоград
crm-1789;СОКОЛОВ ДМИТРИЙ ВИКТОРОВИЧ;79104724229;USER1282.ДМИТ@MAIL.RU;1.2.1996;г. Казань
crm-186;Борисов Никита Сергеевич;+79104530835;user126.ники@mail.ru;1996-02-24;Санкт-Петербург
crm-737;Лебедева Елена Олеговна;+79545341920;user525.елен@mail.ru;1956-03-13;Казань
crm-2178;Фёдорова София Олеговна;+79651955259;user1559.софи@mail.ru;1999-07-16;Пермь
crm-4044;Павлов Денис Игоревич;+79509474489;user2871.дени@mail.ru;1958-02-16;Санкт-Петербург
crm-37;Глеб Макаров;8 (974) 569-42-33;;1.6.1955;Омск г.
crm-781;Борисов Егор Александрович;+79274884424;user554.егор@mail.ru;1975-07-17;Москва
crm-986;Волков Алексей Игоревич;+79084834322;user692.алек@mail.ru;1958-02-03;Екатеринбург
crm-873;Орлов  Лев  Петрович;8 (966) 412-82-26;;14.1.1985;г. Новосибирск
crm-1300;Никитин Алексей Игоревич;+79155853846;user923.алек@mail.ru;1992-12-21;Волгоград
crm-4240;???;;not-an-email;99.99.9999;
crm-837;Павлова Валентина Николаевна;+79683134527;user596.вале@mail.ru;1982-07-26;Омск
crm-3206;Фролов Владимир Олегович;+79914817043;user2280.влад@mail.ru;1976-03-04;Самара
crm-4246;???;;;31.02.1990;
crm-2179;Зайцев Олег Сергеевич;+79486918624;user1560.олег@mail.ru;1965-10-18;Нижний Новгород
crm-973;Даниил Яковлев;;USER684.ДАНИ@MAIL.RU;23.6.1962;г. Уфа
crm-1447;София Зайцева;925 168 80 53; USER1030.СОФИ@MAIL.RU ;1998-02-14;г. Волгоград
crm-441;Воробьёв Иван Михайлович;;USER309.ИВАН@MAIL.RU;03/02/1963;ВОЛГОГРАД
crm-4210;Фролова Ирина Борисовна;+79421701149;user2987.ирин@mail.ru;1956-11-09;Волгоград
crm-225;Егорова Анна Викторовна;+79591856888;user157.анна@mail.ru;1969-06-10;Ростов-на-Дону
crm-1517;Соколов Ярослав Олегович;+79952134135;user1083.ярос@mail.ru;1993-08-11;Казань
crm-162;Семёнов Илья Алексеевич;+79842078876;user112.илья@mail.ru;1996-11-03;Краснодар
crm-2766;Павлов Даниил Павлович;+79609396627;user1960.дани@mail.ru;1960-11-27;Самара
crm-2339;Пётров Фёдор Ёвгёньёвич;8 (909) 042-56-27;USER1676.ФEДО@MAIL.RU;1984-10-15;КРАСНОЯРСК
crm-1028;Яковлев Николай Михайлович;+79037411190;user724.нико@mail.ru;1961-07-12;Нижний Новгород
crm-3821;воробьёва полина викторовна;8 (917) 026-75-65; USER2711.ПОЛИ@MAIL.RU ;4.4.1966;г. Новосибирск
crm-3730;Григорьёва Анна Юрьёвна;939 178 12 84;;15/07/1979;г. Красноярск
crm-3212;Соколова Елена Александровна;+79697968539;user2286.елен@mail.ru;1966-11-26;Самара
crm-3677;Соколов Иван Сергеевич;+79763792209;user2605.иван@mail.ru;1973-04-06;Новосибирск
crm-2308;Зайцев Виктор Юрьевич;+79260449769;user1650.викт@mail.ru;1961-10-25;Самара
